product_name,data_id,itemid,pre_test_info,report_delivery,home_collection_available,price,sample_type,general_faq
Fitness Care Basic,fitness-care-basic,3484,,,Home Collection Available,3200.0,-,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

LIVER FUNCTION TEST (LFT)
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GLOBULIN
PROTEIN
 TOTAL

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID"
Weight Management Package- Men,weight-management-package-men,3488,,,Home Collection Available,6600.0,-,"HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

TESTOSTERONE, TOTAL
 TESTOSTERONE
 TOTAL

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

VITAMIN D - 25 HYDROXY (D2+D3)
 VITAMIN D (25 - OH VITAMIN D)

LACTATE DEHYDROGENASE (LDH)- SERUM
 LDH: LACTATE DEHYDROGENASE"
Weight Management Package- Women,weight-management-package-women,3489,,,Home Collection Available,8050.0,-,"HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

ESTRADIOL (E2)
 ESTRADIOL (E2)

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

VITAMIN D - 25 HYDROXY (D2+D3)
 VITAMIN D (25 - OH VITAMIN D)

LACTATE DEHYDROGENASE (LDH)- SERUM
 LDH: LACTATE DEHYDROGENASE

VITAMIN B12
 VITAMIN B12"
Monsoon Package,monsoon-package,3490,,,Home Collection Available,3705.0,-,"LIVER FUNCTION TEST (LFT)
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GLOBULIN
PROTEIN
 TOTAL

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

UREA AND CREATININE
 CREATININE
UREA

ERYTHROCYTE SEDIMENTATION RATE (ESR)
 ERYTHROCYTE SEDIMENTATION RATE (ESR)

C-REACTIVE PROTEIN CRP (QUANTITATIVE)
 C-REACTIVE PROTEIN  CRP (QUANTITATIVE)

ALLERGY PHADIATOP-ADULT
 PHADIATOP"
Pregnancy Package Advance,pregnancy-package-advance,3491,,,Home Collection Available,7000.0,-,"THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

ABNORMAL HB STUDIES (HB ELECTROPHORESIS)
 FETAL HEMOGLOBIN (HbF)
HAEMOGLOBIN
HEMOGLOBIN A (HbA)
HEMOGLOBIN A2 (HbA2)
HEMOGLOBIN C (HbC)
HEMOGLOBIN D (HbD)
HEMOGLOBIN E (HbE)
HEMOGLOBIN S (HbS)
INTERPRETATION
MCH
MCHC
MCV
OTHERS
P2 WINDOW
P3 WINDOW
PCV
PERIPHERAL SMEAR FINDING
R.D.W
RBC COUNT

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

GLUCOSE, FASTING
 GLUCOSE
 FASTING

HEPATITIS B E ANTIBODY (ANTI HB E)
 HEPATITIS B E ANTIBODY (ANTI HB E)

HIV I AND II ANTIBODIES
 HIV I AND II ANTIBODIES

RUBELLA IGG & IGM
 RUBELLA IgG ANTIBODIES
RUBELLA IgM ANTIBODIES

(VDRL) RPR QUALITATIVE- SERUM
 (VDRL) RPR QUALITATIVE
TITER"
Sedentary Lifestyle Package,sedentary-lifestyle-package,3493,,,Home Collection Available,4704.0,-,"HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

VITAMIN D - 25 HYDROXY (D2+D3)
 VITAMIN D (25 - OH VITAMIN D)"
Arthritis Panel I -arthritis Package Advance,arthritis-panel-i-arthritis-package-advance,1122,,,Home Collection Available,3250.0,-,"ERYTHROCYTE SEDIMENTATION RATE (ESR)
 ERYTHROCYTE SEDIMENTATION RATE (ESR)

URIC ACID - SERUM
 URIC ACID

C-REACTIVE PROTEIN CRP (QUANTITATIVE)
 C-REACTIVE PROTEIN  CRP (QUANTITATIVE)

ASO/ASLO (ANTI STREPTOLYSIN) LATEX
 ASO/ASLO (ANTI STREPTOLYSIN) QUALITATIVE
TITER

RHEUMATOID FACTOR (RA) -(LATEX AGGLUTINATION)
 RHEUMATOID FACTOR (RA)
TITER

ANTI NUCLEAR ANTIBODY (ANA) BY IIF
 ADVISED
ESITIMATED TITER
FLUORESCENCE INTENSITY
FLUORESCENCE PATTERN
RESULT
SUGGESTED ANTIBODY"
Fever Panel Mini - Fever Package Premium,fever-panel-mini-fever-package-premium,3559,,,Home Collection Available,592.0,-,"PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP)
 MALARIA PARASITE
PARASITIC INDEX
SPECIES"
Fever Panel Basic -fever Package Essential,fever-panel-basic-fever-package-essential,3560,,,Home Collection Available,899.0,-,"PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP)
 MALARIA PARASITE
PARASITIC INDEX
SPECIES

WIDAL TEST ( SLIDE METHOD )
 S.PARATYPHI A `H`
S.PARATYPHI B `H`
SALMONELLA TYPHI `H`
SALMONELLA TYPHI `O`
WIDAL TEST (SLIDE METHOD)"
"Maternal Screening First Trimester- Dual/double Marker, Fmf Approved.",maternal-screening-first-trimester-dualdouble-marker-fmf-approved.,3878,,,Home Collection Available,2750.0,-,
Maternal Screening Second Trimester- Quadruple Marker.,maternal-screening-second-trimester-quadruple-marker.,3880,,,Home Collection Available,3350.0,-,
Maternal Screening Second Trimester- Triple Marker.,maternal-screening-second-trimester-triple-marker.,3881,,,Home Collection Available,2900.0,-,
Maternal Screening First Trimester- Dual/double Marker With Afp.,maternal-screening-first-trimester-dualdouble-marker-with-afp.,3882,,,Home Collection Available,2850.0,-,
Preventive Pcod Basic,preventive-pcod-basic,5415,,,Home Collection Available,1899.0,-,
Preventive Pcod Advanced,preventive-pcod-advanced,5416,,,Home Collection Available,2799.0,-,
Preventive Pcod Comprehensive,preventive-pcod-comprehensive,5417,,,Home Collection Available,3999.0,-,
Preventive Diabetes Basic,preventive-diabetes-basic,5418,,,Home Collection Available,499.0,-,
Preventive Diabetes Advanced,preventive-diabetes-advanced,5420,,,Home Collection Available,999.0,-,
Preventive Diabetes Comprehensive,preventive-diabetes-comprehensive,5423,,,Home Collection Available,2499.0,-,
Preventive Obesity Package,preventive-obesity-package,5424,,,Home Collection Available,3999.0,-,"Package Inclusions




Components
Scientific Rationality


Lipid    Profile
The    lipid abnormalities in patients who are obese include elevated serum    triglyceride, VLDL and HDL values


Kidney    Function test
In    individuals affected by obesity, a compensatory hyper-filtration    occurs    to meet the heightened metabolic demands of the increased body    weight. The increase in intra glomerular pressure    can damage the kidneys and raise the risk of developing CKD in the long term


Thyroid    profile
Hypothyroidism    can contribute to unwanted weight gain and obesity.


Leptin
Leptin    resistance contributes to obesity and causes additional weight gain in    the form of fat storage due to stimulating hunger and decreasing metabolism


HOMA-IR
Obesity    is a triggering factor for diabetes associated with insulin resistance. In    individuals who are obese, higher amounts of non-esterified fatty acids,    glycerol, hormones, and pro-inflammatory cytokines that could participate in    the development of insulin resistance are released by adipose tissue


Urine    routine 
Obesity    could cause nocturia by    increased urine production or by increased voiding frequency"
Preventive Smokers Impact Package,preventive-smokers-impact-package,5425,,,Home Collection Available,2699.0,-,
Preventive Pollution Impact Package,preventive-pollution-impact-package,5426,,,Home Collection Available,2499.0,-,
Preventive Alcohol Impact Package,preventive-alcohol-impact-package,5427,,,Home Collection Available,2499.0,-,
Preventive Depression Package,preventive-depression-package,5428,,,Home Collection Available,1799.0,-,
Preventive Hypertension Package,preventive-hypertension-package,5429,,,Home Collection Available,1699.0,-,
Preventive Nutrient Deficiency Panel,preventive-nutrient-deficiency-panel,5430,,,Home Collection Available,2499.0,-,
Preventive Sexual Wellness - Male,preventive-sexual-wellness-male,5431,,,Home Collection Available,4499.0,-,
Preventive Sexual Wellness - Female,preventive-sexual-wellness-female,5432,,,Home Collection Available,4499.0,-,
Preventive Cardiac Basic,preventive-cardiac-basic,5433,,,Home Collection Available,899.0,-,
Preventive Cardiac Comprehensive,preventive-cardiac-comprehensive,5434,,,Home Collection Available,2999.0,-,
Preventive Cancer Screening Male,preventive-cancer-screening-male,5435,,,Home Collection Available,3499.0,-,
Preventive Cancer Screening Female,preventive-cancer-screening-female,5436,,,Home Collection Available,3499.0,-,
Preventive Sleep Disorder Panel,preventive-sleep-disorder-panel,5438,,,Home Collection Available,2999.0,-,
Preventive Gut Health Package,preventive-gut-health-package,5439,,,Home Collection Available,2999.0,-,
Preventive Bone Health Package,preventive-bone-health-package,5440,,,Home Collection Available,2999.0,-,
Full Body Check - Basic,full-body-check-basic,5282,,,Home Collection Available,1300.0,-,
Full Body Check - Advance,full-body-check-advance,5283,,,Home Collection Available,2499.0,-,
Full Body Check - Premium,full-body-check-premium,5284,,,Home Collection Available,4499.0,-,
Diabetes Defence - Basic,diabetes-defence-basic,5285,,,Home Collection Available,999.0,-,
Diabetes Defence - Advance,diabetes-defence-advance,5286,,,Home Collection Available,1550.0,-,
Thyroid Check - Basic,thyroid-check-basic,5287,,,Home Collection Available,899.0,-,
Thyroid Check - Advance,thyroid-check-advance,5289,,,Home Collection Available,2999.0,-,
Liver Health - Basic,liver-health-basic,5290,,,Home Collection Available,1550.0,-,
Liver Health - Advance,liver-health-advance,5291,,,Home Collection Available,2600.0,-,
Kidney Care - Basic,kidney-care-basic,5292,,,Home Collection Available,1499.0,-,
Heart Care - Advance,heart-care-advance,5293,,,Home Collection Available,2999.0,-,
Kidney Care - Advance,kidney-care-advance,5298,,,Home Collection Available,2970.0,-,
Hairfall Assessment - Basic,hairfall-assessment-basic,5301,,,Home Collection Available,1900.0,-,
Heart Care - Basic,heart-care-basic,5302,,,Home Collection Available,1350.0,-,
Hairfall Assessment - Advance,hairfall-assessment-advance,5303,,,Home Collection Available,2300.0,-,
Fever Assessment - Basic,fever-assessment-basic,5304,,,Home Collection Available,1350.0,-,
Fever Assessment - Advance,fever-assessment-advance,5305,,,Home Collection Available,1999.0,-,
Full Body Check - Senior Citizens (male) Advanced,full-body-check-senior-citizens-male-advanced,5306,,,Home Collection Available,6999.0,-,
Womens Hormone Check - Basic,womens-hormone-check-basic,5307,,,Home Collection Available,1350.0,-,
Full Body Check - Senior Citizens (female) Advanced,full-body-check-senior-citizens-female-advanced,5309,,,Home Collection Available,6300.0,-,
Blood Iron Level - Basic,blood-iron-level-basic,5310,,,Home Collection Available,2600.0,-,
Womens Hormone Check - Advance,womens-hormone-check-advance,5311,,,Home Collection Available,2400.0,-,
Apollo Basic Tax Saver – Women,apollo-basic-tax-saver-women,2790,,,Home Collection Available,2500.0,-,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

LIVER FUNCTION TEST (LFT)
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GLOBULIN
PROTEIN
 TOTAL

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

VITAMIN D - 25 HYDROXY (D2+D3)
 VITAMIN D (25 - OH VITAMIN D)

ANTI MULLERIAN HORMONE (AMH)
 ANTI MULLERIAN HORMONE"
Apollo Full Body Checkup - Basic,apollo-full-body-checkup-basic,5822,,,Home Collection Available,799.0,-,
Xpert Health Pcod Basic,xpert-health-pcod-basic,5415,,Same day,Home Collection Available,1899.0,Blood,"Package Inclusions
 

Total Testosterone



 


 

Leutinizing Hormone (LH)



 


 

Insulin, fasting



 


 

Follicle Stimulating hormone (FSH)



 


 

Thyroid Stimulating Hormone (TSH)



 


 

Prolactin



 


 

Glucose, fasting"
Xpert Health Pcod Advanced,xpert-health-pcod-advanced,5416,,48 hours,Home Collection Available,2799.0,Blood,"Package Inclusions
 

Total Testosterone



 


 

Leutinizing Hormone (LH)



 


 

17-Apha Hydroxyprogesterone (17-OHP)



 


 

Follicle Stimulating hormone (FSH)



 


 

Insulin, fasting



 


 

Thyroid Stimulating Hormone (TSH)



 


 

Prolactin"
Xpert Health Pcod Comprehensive,xpert-health-pcod-comprehensive,5417,,48 hours,Home Collection Available,3999.0,Blood,"Package Inclusions
 

Total Testosterone



 


 

Leutinizing Hormone (LH)



 


 

Follicle Stimulating hormone (FSH)



 


 

Thyroid profile



 T3
T4
TSH


 

Prolactin



 


 

Dehydroepiandrosterone sulphate (DHEAS)



 


 

17-Apha Hydroxyprogesterone (17-OHP)"
Xpert Health Diabetes Basic,xpert-health-diabetes-basic,5418,,Same day,Home Collection Available,599.0,"Blood, Urine","Package Inclusions
 

Glucose, fasting



 


 

Glucose, PP



 


 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Complete urine examination



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS"
Xpert Health Diabetes Advanced,xpert-health-diabetes-advanced,5420,,24 hours,Home Collection Available,999.0,"Blood, Urine","Package Inclusions
 

Glucose, fasting



 


 

Glucose, pp



 


 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Complete urine examination



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS 


 

Triglycerides, serum



 


 

Total Cholesterol



 


 

Insulin, fasting"
Xpert Health Diabetes Comprehensive,xpert-health-diabetes-comprehensive,5423,,24 hours,Home Collection Available,2600.0,"Blood, Urine","Package Inclusions
 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Liver function Test (LFT)



 BILIRUBIN, TOTAL
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN (INDIRECT)
ALANINE AMINOTRANSFERASE
(ALT/SGPT)
ASPARTATE AMINOTRANSFERASE
(AST/SGOT)
ALKALINE PHOSPHATASE 
PROTEIN, TOTAL
ALBUMIN
GLOBULIN 
A/G RATIO 


 

Kidney Function Test (KFT)



 CREATININE
UREA
BLOOD UREA NITROGEN
URIC ACID 
CALCIUM
PHOSPHORUS, INORGANIC
SODIUM
POTASSIUM
CHLORIDE 


 

Lipid Profile



 TOTAL CHOLESTEROL
TRIGLYCERIDES
HDL CHOLESTEROL
NON-HDL CHOLESTEROL
LDL CHOLESTEROL
VLDL CHOLESTEROL
CHOL / HDL RATIO


 

Complete urine examination (CUE)



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS 


 

HOMA-IR



 INSULIN (FASTING)
FASTING GLUCOSE 
BETA CELL FUNCTION (%B) 
INSULIN SENSITIVITY (%S) 
HOMA INDEX 


 

C-peptide (fasting)"
Xpert Health Obesity Package,xpert-health-obesity-package,5424,,48 hours,Home Collection Available,3999.0,"Blood, Urine","Package Inclusions
 

Lipid Profile



 TOTAL CHOLESTEROL
TRIGLYCERIDES
HDL CHOLESTEROL
NON-HDL CHOLESTEROL
LDL CHOLESTEROL
VLDL CHOLESTEROL
CHOL / HDL RATIO


 

Thyroid profile



 T3
T4
TSH


 

Leptin



 


 

Kidney Function test



 CREATININE
UREA
BLOOD UREA NITROGEN
URIC ACID 
CALCIUM
PHOSPHORUS, INORGANIC
SODIUM
POTASSIUM
CHLORIDE 


 

HOMA-IR



 INSULIN (FASTING)
FASTING GLUCOSE 
BETA CELL FUNCTION (%B) 
INSULIN SENSITIVITY (%S) 
HOMA INDEX 


 

Urine routine 



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS"
Xpert Health Smokers Impact Package,xpert-health-smokers-impact-package,5425,,48 hours,Home Collection Available,2850.0,Blood,"Package Inclusions
 

Liver Function Test (LFT)



 BILIRUBIN, TOTAL
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN (INDIRECT)
ALANINE AMINOTRANSFERASE
(ALT/SGPT)
ASPARTATE AMINOTRANSFERASE
(AST/SGOT)
ALKALINE PHOSPHATASE 
PROTEIN, TOTAL
ALBUMIN
GLOBULIN 
A/G RATIO 


 

Kidney function test



 CREATININE
UREA
BLOOD UREA NITROGEN
URIC ACID 
CALCIUM
PHOSPHORUS, INORGANIC
SODIUM
POTASSIUM
CHLORIDE 


 

Lipid profile



 TOTAL CHOLESTEROL
TRIGLYCERIDES
HDL CHOLESTEROL
NON-HDL CHOLESTEROL
LDL CHOLESTEROL
VLDL CHOLESTEROL
CHOL / HDL RATIO


 

Glucose, Random



 


 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Complete Blood Count (CBC)



 HAEMOGLOBIN
PCV
RBC COUNT
MCV 
MCH
MCHC
R.D.W
TOTAL LEUCOCYTE COUNT (TLC)
DIFFERENTIAL LEUCOCYTIC COUNT (DLC): NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS, CORRECTED TLC
ABSOLUTE LEUCOCYTE COUNT: NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS
PLATELET COUNT 


 

Vitamin D"
Xpert Health Pollution Impact Package,xpert-health-pollution-impact-package,5426,,24 hours,Home Collection Available,2600.0,Blood,"Package Inclusions
 

Complete Blood Count (CBC)



 HAEMOGLOBIN
PCV
RBC COUNT
MCV 
MCH
MCHC
R.D.W
TOTAL LEUCOCYTE COUNT (TLC)
DIFFERENTIAL LEUCOCYTIC COUNT (DLC): NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS, CORRECTED TLC
ABSOLUTE LEUCOCYTE COUNT: NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS
PLATELET COUNT 


 

Phadiatop, Adult



 


 

IgE, Serum



 


 

Vitamin D



 


 

Glucose, Random



 


 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

C-reactive protein"
Xpert Health Alcohol Impact Package,xpert-health-alcohol-impact-package,5427,,24 hours,Home Collection Available,2600.0,"Blood, Urine","Package Inclusions
 

Lipid Profile



 TOTAL CHOLESTEROL
TRIGLYCERIDES
HDL CHOLESTEROL
NON-HDL CHOLESTEROL
LDL CHOLESTEROL
VLDL CHOLESTEROL
CHOL / HDL RATIO


 

Liver Function test



 BILIRUBIN, TOTAL
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN (INDIRECT)
ALANINE AMINOTRANSFERASE
(ALT/SGPT)
ASPARTATE AMINOTRANSFERASE
(AST/SGOT)
ALKALINE PHOSPHATASE 
PROTEIN, TOTAL
ALBUMIN
GLOBULIN 
A/G RATIO 


 

Gamma glutamyl transferase (GGT)



 


 

Kidney function test



 CREATININE
UREA
BLOOD UREA NITROGEN
URIC ACID 
CALCIUM
PHOSPHORUS, INORGANIC
SODIUM
POTASSIUM
CHLORIDE 


 

Glycosylated Hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Vitamin D 



 


 

Complete Urine examination (CUE)



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS"
Xpert Health Depression Package,xpert-health-depression-package,5428,,Same day,Home Collection Available,1900.0,Blood,"Package Inclusions
 

Complete Blood Count (CBC)



 HAEMOGLOBIN
PCV
RBC COUNT
MCV 
MCH
MCHC
R.D.W
TOTAL LEUCOCYTE COUNT (TLC)
DIFFERENTIAL LEUCOCYTIC COUNT (DLC): NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS, CORRECTED TLC
ABSOLUTE LEUCOCYTE COUNT: NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS
PLATELET COUNT 


 

Erythrocyte Sedimentation rate (ESR)



 


 

Thyroid Profile



 T3
T4
TSH


 

Glucose, random



 


 

Glycosylated hemoglobin (HbA1C)



 HBA1C, GLYCATED HEMOGLOBIN
ESTIMATED AVERAGE GLUCOSE (eAG)


 

Cortisol, Serum (Random)



 


 

Lipid profile



 TOTAL CHOLESTEROL
TRIGLYCERIDES
HDL CHOLESTEROL
NON-HDL CHOLESTEROL
LDL CHOLESTEROL
VLDL CHOLESTEROL
CHOL / HDL RATIO"
Xpert Health Hypertension Package,xpert-health-hypertension-package,5429,,24 hours,Home Collection Available,1800.0,"Blood, Urine","Package Inclusions
 

Complete Blood Count (CBC)



 HAEMOGLOBIN
PCV
RBC COUNT
MCV 
MCH
MCHC
R.D.W
TOTAL LEUCOCYTE COUNT (TLC)
DIFFERENTIAL LEUCOCYTIC COUNT (DLC): NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS, CORRECTED TLC
ABSOLUTE LEUCOCYTE COUNT: NEUTROPHILS, LYMPHOCYTES, EOSINOPHILS, MONOCYTES, BASOPHILS
PLATELET COUNT 


 

Complete Urine examination (CUE)



 COLOUR 
TRANSPARENCY 
pH
SP. GRAVITY
URINE PROTEIN
GLUCOSE
URINE BILIRUBIN
URINE KETONES (RANDOM)
UROBILINOGEN
BLOOD 
NITRITE 
LEUCOCYTE ESTERASE
PUS CELLS
EPITHELIAL CELLS
RBC 
CASTS
CRYSTALS 


 

HOMA-IR



 INSULIN (FASTING)
FASTING GLUCOSE 
BETA CELL FUNCTION (%B) 
INSULIN SENSITIVITY (%S) 
HOMA INDEX 


 

Blood Urea nitrogen



 


 

Creatinine, serum



 


 

Uric acid, serum



 


 

Electrolytes, serum



 SODIUM
POTASSIUM
CHLORIDE"
